,ID,location_ID,longitude,latitude,name,subbasin,locations,language,label,event_id,text,date
19,498600191088271361,g-4431410,-90.18481,32.298759999999994,Jackson,7090717400,town:jackson,en,1,1997,"Flood victim was ‘fun-loving’ only child. So, so sad. @LynRiddle1 spoke to friends of Kim Jackson http://t.co/wg0WVNZvoM @greenvillenews",2010-08-10 22:42:03
20,498638581536399361,g-4431410,-90.18481,32.298759999999994,Jackson,7090717400,town:jackson,en,1,1997,Flash flooding across Jackson and the metro area. This is McDowell and Parcell in Jackson @WLBT http://t.co/4kMp3zaoXF,2010-08-11 01:14:36
21,498641690949713920,g-4431410,-90.18481,32.298759999999994,Jackson,7090717400,town:jackson,en,1,1997,"Flash flooding in Jackson, Miss., about 7 p.m., Sunday, N State @ Belhaven, First Presbyterian Church http://t.co/eG6HkcyHS4",2010-08-11 01:26:58
22,498643083517767681,g-4431410,-90.18481,32.298759999999994,Jackson,7090717400,town:jackson,en,1,1997,"Fun night here in Jackson ms! Helping my bud out of some flooded roads! jr7338 
#teamoutlander #flood… http://t.co/9ob5zZU3Rl",2010-08-11 01:32:30
23,498648204872015872,g-4431410,-90.18481,32.298759999999994,Jackson,7090717400,town:jackson,en,1,1997,@NWSCharlestonSC downtown salt water flooding on east bay and jackson http://t.co/tSWbm2PUYd,2010-08-11 01:52:51
24,498746062224375809,g-1732752,103.7578,1.4655,Johor Bahru,4090020430,town:johor,id,1,736,1548H #Johor : Desa Cemerlang sesak disebabkan banjir kilat.#mytu http://t.co/9supPjWKR5,2010-08-11 08:21:42
25,498854240069373953,g-5103583,-74.41071,40.48816,Rutgers,7090528490,town:rutgers,en,0,1849,Going to be tough for Rutgers Football and Head Coach Kyle Flood as Rutgers begins Big 10 Conference Play! http://t.co/wkSzpuhpqq,2010-08-11 15:31:33
26,498919835905327104,g-5103583,-74.41071,40.48816,Rutgers,7090528490,town:rutgers,en,0,1849,Kyle Flood looking menacing with the Rutgers mascot #RFootball #RUAthletics #ScarletKnight http://t.co/RwgSuvlHvM,2010-08-11 19:52:13
27,498956302807498752,g-5140072,-74.14959,41.11482,Suffern,7090518600,town:suffern,NaN,0,1816,NaN,
28,499104320717996032,g-1732752,103.7578,1.4655,Johor Bahru,4090020430,town:johor,id,0,736,Inilah penyebab utama banjir kilat di kaw.Johor Jaya! Harap MPJBT dpt bertindak segera. @LatiffBandi @khalednordin http://t.co/4LpvTraJx0,2010-08-12 08:05:17
29,499691919128018944,g-5364855,-118.13396000000002,33.853629999999995,Lakewood,7090012630,town:lakewood,en,0,1547,Lakewood FL Water Damage and Flood Restoration Company Services: Dealing with Us: Issues caused by simply wate... http://t.co/FkmvVGtNWR,2010-08-13 23:00:12
30,499804424827457538,g-1645133,101.44316,1.66711,Dumai,5090003880,town:dumai,id,1,972,#PROVRIAU Warga Dumai Keluhkan Banjir http://t.co/gg50X3LvfL #KOMINFO,2010-08-14 06:27:15
31,499826521846972416,g-1645133,101.44316,1.66711,Dumai,5090003880,town:dumai;adm1:riau,id,1,972,Warga Dumai Keluhkan Banjir: DUMAI - Warga Dumai Riau kembali merasakan pemukiman dan ruas jalan tergenang air... http://t.co/Eashmwedpm,2010-08-14 07:55:03
32,499943241962487808,g-6325494,-71.21454,46.81228,Québec,7090034490,town:québec,fr,1,1559,Inondation importante à Québec @meteomedia @QC_meteo @tvanouvelles #flooding http://t.co/pvNFO44bMi,2010-08-14 15:38:52
33,500035862709948417,g-5103583,-74.41071,40.48816,Rutgers,7090528490,town:rutgers,en,0,1850,#Rutgers Basketball Recruiting:  Kyle Flood Likes Eddie http://t.co/qsWHF2gMyF via @OTB_SBNation @BaseballRU @RUAthletics #troopthanks,2010-08-14 21:46:54
34,500549350234554368,g-1732752,103.7578,1.4655,Johor Bahru,4090020430,town:johor bahru,id,0,737,"Hidung banjir plak gini (@ Dewan Azalea in Johor Bahru, Johor) https://t.co/cmwKqLrNij",2010-08-16 07:47:19
35,500685725482770433,g-5103583,-74.41071,40.48816,Rutgers,7090528490,town:rutgers,en,0,1850,WATCH: Rutgers coach Kyle Flood accepts ALS Ice Bucket Challenge: Watch a video of Rutgers coach Kyle Flood ac... http://t.co/3Hk36S6uza,2010-08-16 16:49:13
36,501433457286053889,g-4431410,-90.18481,32.298759999999994,Jackson,7090717400,town:jackson,en,0,1998,Flood advisory until 3 p.m. Affected areas include North Jackson: http://t.co/P7TtkHMckA,2010-08-18 18:20:27
37,501490224640573440,g-4431410,-90.18481,32.298759999999994,Jackson,7090717400,town:jackson,en,1,1998,Flooding reported in areas of Jackson Co. http://t.co/HolPf16DHC http://t.co/QkHYutdzQ0,2010-08-18 22:06:01
38,501732075599593472,g-5289282,-111.84125,33.30616,Chandler,7090696070,town:chandler,en,1,1961,Terrific tue rains in chandler at 6am flash flooding http://t.co/8kUdGiegiK,2010-08-19 14:07:03
39,501752547083059200,g-5103583,-74.41071,40.48816,Rutgers,7090528490,town:rutgers,en,0,1850,"Rashan Gary, Kareem Walker &amp; Jarrett Guarantano sit down together w/ #Rutgers HC Kyle Flood #CHOPNation #RFootball http://t.co/T1jmUZ0y76",2010-08-19 15:28:23
40,502103720327671808,g-4633419,-82.35347,36.31344,Johnson City,7090626440,town:johnson city,en,0,1913,"Strong, locally severe storm moving through Johnson City.
Turn around, don't drown.
Flash flooding possible.... http://t.co/B7w6hhbGPE",2010-08-20 14:43:50
41,503088287381082112,g-1961397,107.53833,-6.82528,Cilengkrang Lebak,5090207610,town:cilengkrang,id,0,1179,Pengen punya rumah bebas banjir dan view pegunungan indah di kota bandung. Pondok Alam Cilengkrang jawabannya http://t.co/hfveF4696d,2010-08-23 07:56:09
42,503505143284117505,g-1732891,101.25,3.35,Kuala Selangor,4090020890,town:kuala selangor,NaN,0,818,NaN,
43,503508088964800513,g-1777077,101.726,3.108,Cheras,4091164910,town:cheras,en,0,886,"Flood alert in Cheras!!

Thank You Universe for the protection today. http://t.co/ErAPYjFjp1",2010-08-24 11:44:17
44,503608708635844608,g-1777077,101.726,3.108,Cheras,4091164910,town:cheras,en,1,886,Flash Floods at Leisure Mall Cheras on Sunday afternoon as a freak storm hit KL!!! http://t.co/ogUkqsqy8a,2010-08-24 18:24:07
45,504042718663036928,g-5101717,-74.45182,40.48622,New Brunswick,7090528490,town:new brunswick,en,0,1851,Kyle Flood Show. Might as well. #rfootball (@ Brother Jimmy's BBQ New Brunswick - @brotherjimmysnj) https://t.co/uQyVONc3Iq,2010-08-25 23:08:43
46,504366068648148992,g-5103583,-74.41071,40.48816,Rutgers,7090528490,town:rutgers,en,0,1851,"Tim Wright was ""the unofficial team barber at Rutgers ... Kyle Flood installed a barber chair for Wright."" http://t.co/qOXLMujYtP",2010-08-26 20:33:36
47,504850389129129984,g-5103583,-74.41071,40.48816,Rutgers,7090528490,town:rutgers,en,0,1851,"LETTER: Flood, Rutgers deliver for Special Olympics - http://t.co/JR7POODQAF: LETTER: Flood, Rutgers... http://t.co/NtSkUK7ABF #olympics",2010-08-28 04:38:07
48,504998704118394880,g-5103583,-74.41071,40.48816,Rutgers,7090528490,town:rutgers,en,0,1851,Way to go Rutgers and Kyle Flood http://t.co/lc8Pxii7z2 via @njdotcom #CHOPNation #SpecialOlympics #ProudtobeaRutgersAlum,2010-08-28 14:27:28
49,506695122298212352,g-4265737,-87.41391,39.4667,Terre Haute,7090554560,town:terre haute,en,0,1854,Flash flood warning south of Terre Haute Sullivan co. until 5:30am. http://t.co/Ei6sxupMAU,2010-09-02 06:48:25
50,507504670592356352,g-5024719,-92.10658,46.78327,Duluth,7090363500,town:duluth,en,0,1679,"THE NATIONAL WEATHER SERVICE IN DULUTH MN HAS ISSUED AN

* URBAN AND SMALL STREAM FLOOD ADVISORY FOR...... http://t.co/7qvgMu1R0a",2010-09-04 12:25:17
51,507610683022643200,g-4633419,-82.35347,36.31344,Johnson City,7090626440,town:johnson city,en,0,1914,"STORM ALERT:
Very heavy storm producing torrential downpours in Johnson City. Watch out for isolated flooding!
If... http://t.co/Y9QBjSih2s",2010-09-04 19:26:32
52,507905858265960448,g-3115171,1.89407,41.54372,Olesa de Montserrat,2090613000,town:olesa,es,1,691,Inundaciones en Olesa después de media hora mas o menos de diluvio y truenos #parquedellago… http://t.co/glQ4Npn6bd,2010-09-05 14:59:27
53,507919904779948032,g-5024719,-92.10658,46.78327,Duluth,7090363500,town:duluth,en,0,1679,Historic Glensheen Flood Restoration in Duluth http://t.co/AxI6iByU2X,2010-09-05 15:55:16
54,508042249457139712,g-6606034,107.07193999999998,-6.03472,Begedor,5090009500,town:begedor,id,0,1038,"http://t.co/S0fwhEbyOJ 

Tungku ini portable bisa dipake diatas bale kao banjir.
(foto Tungku Ma Daswan, Begedor)",2010-09-06 00:01:25
55,508160260478345216,g-360630,31.24967,30.06263,Cairo,1090161090,town:cairo,NaN,0,29,NaN,
56,508961106849574912,g-5289282,-111.84125,33.30616,Chandler,7090696070,town:chandler,en,1,1962,@JamesQuinones #AZWX heavy flooding again south of Chandler and Rural after another large cell just moved through. http://t.co/1grvLfJQ3A,2010-09-08 12:52:38
57,509046359354511360,g-5289282,-111.84125,33.30616,Chandler,7090696070,town:chandler,en,1,1962,Chandler flooding at our home. @azfamily http://t.co/3NPo44cjPj,2010-09-08 18:31:24
58,509083951655174144,g-5289282,-111.84125,33.30616,Chandler,7090696070,town:chandler,en,1,1962,Flood pic from Chandler AZ http://t.co/xwtR5wAj14,2010-09-08 21:00:47
59,509100730960314368,g-5289282,-111.84125,33.30616,Chandler,7090696070,town:chandler,en,1,1962,Lake Baldrick still has not given back the dock it swallowed for the first time ever in Chandler flooding. http://t.co/n3oECF5yub,2010-09-08 22:07:27
60,509131102796414976,g-5289282,-111.84125,33.30616,Chandler,7090696070,adm1:arizona;town:chandler,en,1,1962,"~Flooding in the Desert~!#ARIZONA @ Chandler,Arizona http://t.co/ozDWT4DzzP",2010-09-09 00:08:08
61,509142523403862017,g-5289282,-111.84125,33.30616,Chandler,7090696070,town:chandler,en,1,1962,@KimQuintero  Flooding in Chandler. http://t.co/wzfFKgf5PE,2010-09-09 00:53:31
62,509160710316650496,g-1645133,101.44316,1.66711,Dumai,5090003880,town:dumai,id,1,973,"Dumai :3 , Hujan tak Hujan tetap banjir.. air pasang mencapai sebetis orang dewasa http://t.co/CC97UUS4fu",2010-09-09 02:05:47
63,509208349511262208,g-5289282,-111.84125,33.30616,Chandler,7090696070,town:chandler,en,1,1962,"Wow, incredible rains in Chandler AZ. leave so many homeless. Lightening strikes, and so much flooding causing... http://t.co/RZaD1LwVYs",2010-09-09 05:15:05
64,509223264921878528,g-5289282,-111.84125,33.30616,Chandler,7090696070,town:chandler,en,1,1962,#HistoricStormoftheCentury 9/8/14 Highest rainfall total in Chandler 5.6 inches #Ridic ☔ flooding &amp; freeway closures http://t.co/eeSoPBosex,2010-09-09 06:14:21
65,509224131880300544,g-5289282,-111.84125,33.30616,Chandler,7090696070,town:chandler,en,1,1962,"First video of various flooding areas throughout Chandler, AZ... http://t.co/1T6uNDlxmJ",2010-09-09 06:17:48
66,509293535221145601,g-1645133,101.44316,1.66711,Dumai,5090003880,town:dumai,id,1,973,Banjir Rendam Puluhan Rumah dan Jalan di Dumai http://t.co/pudJIGOh2Z,2010-09-09 10:53:35
67,509432328561885184,g-5103583,-74.41071,40.48816,Rutgers,7090528490,town:rutgers,en,0,1852,Rutgers coach Kyle Flood gets heated in response to Ray Rice question http://t.co/zNqzQFymN6,2010-09-09 20:05:06
68,510001639617351681,g-1732752,103.7578,1.4655,Johor Bahru,4090020430,town:johor,id,1,738,1700 H Johor Bharu : Banjir Kilat hadapan Danga Bay.#SouthInfo/#mytu http://t.co/MUQS7Cojmr,2010-09-11 09:47:20
69,511340405753786369,g-1645133,101.44316,1.66711,Dumai,5090003880,town:dumai,id,1,974,[Tribun] Banjir Rendam Pemukiman di Jalan Cempedak Dumai http://t.co/3J2DQceOvQ,2010-09-15 02:27:07
70,511616761545121792,g-6051562,-113.55201,53.26682,Leduc,7090191100,town:leduc,en,0,1670,@FritzKoenig shares some historical information about #Grimma flooding and #Leduc helping the cause http://t.co/banHjuSvjO,2010-09-15 20:45:15
71,511851013155090432,g-5289282,-111.84125,33.30616,Chandler,7090696070,town:chandler,en,0,1963,Hey @emmajade12news! Andersen Blvd closed from Pennington to Ash Dr in #Chandler. FD doing flood preps. More to come http://t.co/gpFJoFmfKR,2010-09-16 12:16:05
72,511878619149635584,g-1735161,101.68653,3.1412,Kuala Lumpur,4091164910,town:kuala lumpur,NaN,0,887,NaN,
73,512006361937616896,g-5289282,-111.84125,33.30616,Chandler,7090696070,town:chandler,en,0,1963,Chandler Fire is pumping out hundreds of gallons a minute from this pond to prevent flooding like last week's. http://t.co/mjSVuPOhvE,2010-09-16 22:33:23
74,512016186654326784,g-5289282,-111.84125,33.30616,Chandler,7090696070,town:chandler,NaN,0,1963,NaN,
75,512017939579432960,g-5289282,-111.84125,33.30616,Chandler,7090696070,town:chandler,en,0,1963,Chandler Fire Dept. giving out free sand and bags to residents worried about flooding http://t.co/aNMlgXnRWh,2010-09-16 23:19:24
76,512537797442273280,g-1732752,103.7578,1.4655,Johor Bahru,4090020430,town:johor bahru,id,0,739,"OMG!!! Banjir pulakk!! (@ Restoran Singgah Selalu in Johor Bahru, Johor) http://t.co/hWYx01GMaa",2010-09-18 09:45:08
77,512768543989825541,g-1680537,120.53861,14.69389,Tuyo,5090029450,town:tuyo,en,0,1127,"Champorado and Tuyo  #breakfast #Mario #flood @ Greenwoods Executive Village, Pasig City http://t.co/F7fHtTqkU8",2010-09-19 01:02:02
78,513019810272137216,g-5364855,-118.13396000000002,33.853629999999995,Lakewood,7090012630,town:lakewood,en,0,1548,"Here's Lakewood, NM near Four Mile Draw about 10:30 AM MT. Areal flood warning in effect until 3:45 PM MT. #nmwx http://t.co/Vn6kFghjlu",2010-09-19 17:40:28
79,513123960192794624,g-5524849,-101.95099,32.7376,Lamesa,7090712800,adm2:dawson;town:lamesa,en,0,1991,Flash Flood Warning: Dawson TX (Lamesa) until 10:30PM CDT #txwx http://t.co/gTjW6KtMtu,2010-09-20 00:34:20
80,513212132176175105,g-3038224,4.08082,44.12489,Alès,2090569950,town:alès;adm2:gard,fr,1,624,#Alès #inondations Gard: une groupe sauvetage en eaux vives c'est ça! floods rescue team +d'une dizaine en action http://t.co/88r3xGng9k,2010-09-20 06:24:41
81,514175192319680513,g-2512177,-4.10734,38.68712,Puertollano,2090674930,town:puertollano,es,1,697,Diluvio universal en #puertollano #fuenteagria #inundaciones http://t.co/H3oOxAmqSD,2010-09-22 22:11:33
82,517204809452380161,g-5289282,-111.84125,33.30616,Chandler,7090696070,town:chandler,en,0,1964,"Water Removal Experts In Chandler, AZ Water Removal Experts In Chandler, AZA flooding crisis can strike when... http://t.co/dMARrUMDve",2010-10-01 06:50:10
83,517224429378490368,g-6831511,113.3472,-7.8609,Nanas,5090010930,town:nanas,NaN,0,1065,NaN,
84,517568253363634176,g-1735161,101.68653,3.1412,Kuala Lumpur,4091164910,town:kuala lumpur,en,1,888,We build too many skyscrapers but can't even solve flash floods. Picture of Jalan Pinang#KualaLumpur @staronline http://t.co/OnJinIU5jL,2010-10-02 06:54:22
85,517603456123944960,g-2992166,3.87723,43.61092,Montpellier,2090016640,town:montpellier,fr,1,118,"Le maire de Montpellier pris en flag, en train d'inonder la ville. Tout ça pour faire le buzz. Pauvre type !  - http://t.co/q5PwRSHxUd",2010-10-02 09:14:15
86,517609652138569728,g-2992166,3.87723,43.61092,Montpellier,2090016640,town:montpellier,fr,1,118,Forte pluie à #Montpellier. #inondation. Les gens en canoë. 🏊 http://t.co/w9yWdKkTKS,2010-10-02 09:38:52
87,517992573227778048,g-2995121,4.00739,43.6181,Mauguio,2090016610,town:mauguio,fr,0,117,"Les vins sauvés des eaux sont disponibles chez le caviste en octobre #inondation #Mauguio 
http://t.co/24Q7x0pdvD",2010-10-03 11:00:27
88,518412519053221888,g-2992166,3.87723,43.61092,Montpellier,2090016640,town:montpellier,fr,1,118,"Souvenir de Montpellier, au plus grand des calme..🚣
#mtp #montpellier #inondation by escrova http://t.co/1qWkTNacf9",2010-10-04 14:49:10
89,518546395729379328,g-1735161,101.68653,3.1412,Kuala Lumpur,4091164910,town:kuala lumpur,en,0,888,"Brace for more floods in capital, City Hall warns: KUALA LUMPUR, Oct 5 — City Hall advised KL folk to brace fo... http://t.co/jnnXzyYSuQ",2010-10-04 23:41:09
90,518708677113438208,g-1215502,95.33333,5.54167,Banda Aceh,5090002580,town:banda aceh,id,0,941,Bangunan yang paling mudah saya petakan di OpenStreetMap adalah masjid. Peta Banda Aceh pun banjir lambang masjid. :P http://t.co/Mi29ImCFhK,2010-10-05 10:26:00
91,519137345065320448,g-1646448,107.5425,-6.87222,Cimahi,5090207610,town:cimahi,id,1,1180,Satu Orang Hilang dalam Banjir di Cimahi http://t.co/ovCyupmbG4,2010-10-06 14:49:22
92,519240969838166016,g-6325494,-71.21454,46.81228,Québec,7090034490,town:québec,fr,1,1560,"Une autre grosse journée météo au Québec.. Vents, pluie, orages et inondation ! http://t.co/myQnZwxQSB",2010-10-06 21:41:08
93,519245102263574528,g-2992166,3.87723,43.61092,Montpellier,2090016640,town:montpellier,fr,0,118,"Le Lirou retrouve sa côte exceptionnelle du 29/09, gros risque d'inondation sur le bassin du Lez à #Montpellier! http://t.co/3Qx3rrHmHx",2010-10-06 21:57:34
94,519264703466315776,g-1735161,101.68653,3.1412,Kuala Lumpur,4091164910,town:kuala lumpur,en,0,888,"Developers main culprits of flash floods, DBKL says: KUALA LUMPUR — Land clearing caused by intensive developm... http://t.co/whnX4GIqi8",2010-10-06 23:15:27
95,519370037812277248,g-3038224,4.08082,44.12489,Alès,2090569950,town:alès;adm2:gard,fr,0,625,"Le #Gard en vigilance orange ""Pluie-Inondation"" jusqu'à 12h. ATTENTION des routes sont coupées sur #AlèsAgglo : http://t.co/UQX8zjfAdo",2010-10-07 06:14:01
96,519387709392314368,g-2992166,3.87723,43.61092,Montpellier,2090016640,town:montpellier,fr,1,118,Bon courage à Montpellier et villes voisines Grosse pensée aux sinistrés! #montpellier #ales #solidarite #inondation http://t.co/L1ATMfbXQn,2010-10-07 07:24:14
97,519393743326441472,g-2992166,3.87723,43.61092,Montpellier,2090016640,town:montpellier,fr,1,118,Le stade de #Montpellier devrait être rebaptisée. La #Mousson plutôt que la #Mosson. Terrible #inondation #dégâts http://t.co/wIPdilfLGO,2010-10-07 07:48:12
98,519395800687083520,g-2992166,3.87723,43.61092,Montpellier,2090016640,town:montpellier,fr,0,118,Après 1h30 de tentative d'arriver Montpellier .... Je laisse tomber ... Je rentre à la maison ! #inondation http://t.co/SRUt4ZvRl9,2010-10-07 07:56:23
99,519401695307390976,g-2992166,3.87723,43.61092,Montpellier,2090016640,town:montpellier,fr,1,118,Grosse pensée à mon ancien club... Bon courage à vous tous @MontpellierHSC #Inondation #Montpellier http://t.co/203acIe486,2010-10-07 08:19:48
100,519554920140124160,g-4517140,-84.26383,39.26895,Loveland,7090561250,town:loveland,en,0,1874,This is an amazing timeline the efforts made from LWP to help restore Loveland after the flood! #publicpowerweek http://t.co/qk5rox0YIT,2010-10-07 18:28:40
101,519900708980948992,g-2972191,0.70398,47.39484,Tours,2090497870,town:tours,fr,1,555,#mrbricolage et #edf a 2doigts de l inondation à jean jaures! #Tours #37 http://t.co/f9pfLwmkUZ,2010-10-08 17:22:42
102,520108975946473473,g-1735161,101.68653,3.1412,Kuala Lumpur,4091164910,town:kuala lumpur,NaN,1,888,NaN,
103,520483074711486464,g-2990363,4.35962,43.83378,Nîmes,2090577030,town:nîmes,fr,1,639,Inondation de grande ampleur à Nîmes http://t.co/WkwCVVKVaD,2010-10-10 07:56:49
104,520490218210594817,g-1645133,101.44316,1.66711,Dumai,5090003880,town:dumai,id,1,975,#infoPublik Warga Dumai Kerepotan Hadapi Banjir http://t.co/4IJrwVlUuy,2010-10-10 08:25:12
105,520499948983304192,g-2990363,4.35962,43.83378,Nîmes,2090577030,adm2:gard;town:nîmes,fr,0,639,"#Intempéries : à Nîmes, la vigilance inondation a atteint le seuil maximal  http://t.co/gXPIcyQZtp #Nîmes #Gard",2010-10-10 09:03:52
106,520513908759859200,g-2990363,4.35962,43.83378,Nîmes,2090577030,adm2:gard;town:nîmes,fr,1,639,"#Nimes Le #Gard en vigilance rouge.
La Ville de Nîmes a activé son dispositif de vigilance inondation en niveau... http://t.co/Xgw4lxt2D8",2010-10-10 09:59:21
107,520694218625675264,g-3038224,4.08082,44.12489,Alès,2090569950,town:alès,fr,1,626,Vidéo et photo des inondation du bas de la route d'alès au niveau du chemin du tire cul. http://t.co/vfZYEY1qhM,2010-10-10 21:55:50
108,520703128484974592,g-2990363,4.35962,43.83378,Nîmes,2090577030,adm2:gard;town:nîmes,NaN,0,639,NaN,
109,521063203389050882,g-2992166,3.87723,43.61092,Montpellier,2090016640,town:montpellier,fr,0,119,Ikea à #Montpellier (34) se prépare afin d'éviter une nouvelle inondation de ces locaux ! http://t.co/rLRPKogKi5,2010-10-11 22:22:03
110,521358835361927168,g-2992166,3.87723,43.61092,Montpellier,2090016640,town:montpellier,fr,1,119,Bouée tracté avec un VW 181 #inondation #Montpellier: http://t.co/U67AfkinRs via @YouTube,2010-10-12 17:56:47
111,521700184376770560,g-2510911,-5.97317,37.38283,Sevilla,2090701490,town:sevilla,id,1,713,#Photo - Stadion Sevilla terkena musibah banjir karena hujan deras. http://t.co/nxjeA0Wxwf,2010-10-13 16:33:11
112,521738184288251906,g-4431410,-90.18481,32.298759999999994,Jackson,7090717400,town:jackson,en,0,1999,"Squall line could reach areas of Jackson, Marshal and DeKalb Co after 1am. Main threat, damaging winds and flooding. http://t.co/oATkrCdD8y",2010-10-13 19:04:11
113,521768704259162112,g-4431410,-90.18481,32.298759999999994,Jackson,7090717400,town:jackson,en,0,1999,"BULLETIN - EAS ACTIVATION REQUESTED
FLASH FLOOD WARNING
NATIONAL WEATHER SERVICE JACKSON MS
359 PM CDT MON OCT 13... http://t.co/3O1YgZj4Mx",2010-10-13 21:05:27
114,522926675542421504,g-6167865,-79.4163,43.70011,Toronto,7090454250,country:canada;town:toronto,fr,1,1791,CANADA - Inondation dans des stations de métro de Toronto après de fortes pluies. https://t.co/Xl6k6sWZbs,2010-10-17 01:46:49
115,523431319012139009,g-1638870,105.83,-6.3784,Labuan,5090009200,adm1:banten;town:labuan,id,1,1032,Banjir melanda LABUAN - BANTEN ... http://t.co/10zChCJFPO,2010-10-18 11:12:05
116,523536371525623808,g-4699066,-95.36327,29.76328,Houston,7090760980,town:houston,fr,1,2137,Houston nous avons un problème ! #inondation #water by melie_44 http://t.co/UCGzhjV5Jx,2010-10-18 18:09:32
117,524878421172953088,g-2654195,0.32732,52.27632,Burwell,2090369810,town:burwell,en,0,320,"Weirs, Burwell, Cambs: #medieval catchwater along fenedge protects low #fen pasture from upland floods #landscape http://t.co/Fap1aaSibe",2010-10-22 11:02:22
